gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,TenureBand,RevenueTier,CustomerLifetimeValue,RevenueRisk,RiskScore,RiskCategory,CustomerValue,RevenueBand
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,No,0,0-12 Months,Low,20.45,0.0,70,High,Low Value,Low Revenue
Male,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5,No,0,25-48 Months,High,2332.75,0.0,0,Low,Medium Value,High Revenue
Male,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.55,1013.05,No,0,25-48 Months,Low,965.85,0.0,0,Low,Medium Value,Low Revenue
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,Yes,1,0-12 Months,High,225.29999999999998,75.1,100,High,Low Value,High Revenue
Female,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.05,417.0,No,0,13-24 Months,Low,441.1,0.0,0,Low,Low Value,Low Revenue
Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,20.65,No,0,0-12 Months,Low,20.65,0.0,70,High,Low Value,Low Revenue
Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.15,6316.2,No,0,49-72 Months,High,6130.8,0.0,0,Low,High Value,High Revenue
Male,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,168.15,Yes,1,0-12 Months,Medium,150.45,50.15,70,High,Low Value,Medium Revenue
Male,1,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.95,4018.05,No,0,25-48 Months,High,3992.65,0.0,30,Low,High Value,High Revenue
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.6,No,0,49-72 Months,Medium,4788.0,0.0,0,Low,High Value,Medium Revenue
Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,No,0,49-72 Months,Medium,4177.8,0.0,0,Low,High Value,Medium Revenue
Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.15,2848.45,No,0,25-48 Months,High,2910.25,0.0,70,High,Medium Value,High Revenue
Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,2516.2,No,0,25-48 Months,High,2462.1000000000004,0.0,70,High,Medium Value,High Revenue
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,33.6,No,0,0-12 Months,Low,41.1,0.0,70,High,Low Value,Low Revenue
Male,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,208.45,No,0,0-12 Months,Medium,197.0,0.0,70,High,Low Value,Medium Revenue
Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,Yes,1,25-48 Months,High,1996.2499999999998,79.85,70,High,Medium Value,High Revenue
Female,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.6,3739.8,No,0,49-72 Months,Medium,3874.0,0.0,0,Low,High Value,Medium Revenue
Male,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,2964.0,No,0,25-48 Months,High,2825.55,0.0,30,Low,Medium Value,Premium Revenue
Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,2263.4,No,0,25-48 Months,High,2183.7,0.0,70,High,Medium Value,High Revenue
Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.1,2211.8,No,0,25-48 Months,High,2322.8999999999996,0.0,40,Medium,Medium Value,High Revenue
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,Yes,1,0-12 Months,Low,19.55,19.55,70,High,Low Value,Low Revenue
Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.7,No,0,13-24 Months,High,1620.0,0.0,70,High,Medium Value,High Revenue
Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.7,1519.0,No,0,49-72 Months,Low,1432.6,0.0,0,Low,Medium Value,Low Revenue
Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.0,1164.05,No,0,13-24 Months,High,1204.0,0.0,70,High,Medium Value,High Revenue
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1710.9,No,0,49-72 Months,Low,1828.8,0.0,0,Low,Medium Value,Low Revenue
Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.15,4245.55,No,0,25-48 Months,High,4100.900000000001,0.0,70,High,High Value,High Revenue
Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,No,0,49-72 Months,Medium,4135.75,0.0,0,Low,High Value,Medium Revenue
Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,No,0,25-48 Months,High,2740.8,0.0,70,High,Medium Value,High Revenue
Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.35,1277.5,No,0,25-48 Months,Medium,1309.1000000000001,0.0,40,Medium,Medium Value,Medium Revenue
Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,No,0,49-72 Months,High,5463.799999999999,0.0,70,High,High Value,High Revenue
Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,34.75,No,0,0-12 Months,Low,40.4,0.0,30,Low,Low Value,Low Revenue
Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1305.95,No,0,49-72 Months,Low,1253.55,0.0,0,Low,Medium Value,Low Revenue
Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,Yes,1,0-12 Months,High,343.8,85.95,100,High,Low Value,High Revenue
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,141.5,Yes,1,0-12 Months,Medium,136.05,45.35,70,High,Low Value,Medium Revenue
Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,Yes,1,25-48 Months,High,3118.5,94.5,70,High,Medium Value,Premium Revenue
Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.25,204.55,No,0,0-12 Months,Low,191.25,0.0,70,High,Low Value,Low Revenue
Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.25,605.9,No,0,13-24 Months,Low,577.5,0.0,0,Low,Low Value,Low Revenue
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,356.1,No,0,0-12 Months,High,404.25,0.0,100,High,Low Value,High Revenue
Female,1,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,Yes,1,25-48 Months,High,2751.0,91.7,70,High,Medium Value,Premium Revenue
Male,0,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,No,0,49-72 Months,High,4823.0,0.0,0,Low,High Value,High Revenue
Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,3941.7,Yes,1,25-48 Months,High,3926.25,87.25,70,High,High Value,High Revenue
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,92.75,No,0,0-12 Months,Low,101.75,0.0,70,High,Low Value,Low Revenue
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1901.05,No,0,25-48 Months,High,1887.5,0.0,70,High,Medium Value,High Revenue
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05,5730.7,No,0,49-72 Months,High,5691.599999999999,0.0,30,Low,High Value,High Revenue
Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,No,0,25-48 Months,High,2434.05,0.0,70,High,Medium Value,Premium Revenue
Male,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.6,1653.45,No,0,25-48 Months,Medium,1619.2,0.0,40,Medium,Medium Value,Medium Revenue
Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.45,3327.05,No,0,25-48 Months,High,3313.5,0.0,30,Low,Medium Value,Premium Revenue
Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.0,7085.5,No,0,49-72 Months,High,7070.0,0.0,30,Low,High Value,Premium Revenue
Male,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,No,0,25-48 Months,High,3332.7,0.0,70,High,Medium Value,High Revenue
Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85,6697.35,No,0,49-72 Months,High,6469.2,0.0,0,Low,High Value,High Revenue
Female,0,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.0,2879.9,No,0,25-48 Months,Medium,3055.0,0.0,0,Low,Medium Value,Medium Revenue
Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,No,0,0-12 Months,High,160.9,0.0,100,High,Low Value,High Revenue
Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,1008.55,Yes,1,0-12 Months,High,985.5,98.55,100,High,Medium Value,Premium Revenue
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,No,0,49-72 Months,Low,1470.1000000000001,0.0,0,Low,Medium Value,Low Revenue
Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,202.15,No,0,0-12 Months,Medium,220.25,0.0,70,High,Low Value,Medium Revenue
Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,No,0,49-72 Months,High,7977.599999999999,0.0,30,Low,High Value,Premium Revenue
Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,No,0,49-72 Months,High,8276.4,0.0,30,Low,High Value,Premium Revenue
Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,No,0,0-12 Months,High,225.14999999999998,0.0,100,High,Low Value,High Revenue
Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,855.1,No,0,25-48 Months,Low,924.0,0.0,0,Low,Low Value,Low Revenue
Female,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05,5817.0,No,0,49-72 Months,High,5673.15,0.0,30,Low,High Value,Premium Revenue
Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,No,0,25-48 Months,Medium,1530.9,0.0,40,Medium,Medium Value,Medium Revenue
Male,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15,No,0,49-72 Months,High,5610.5,0.0,0,Low,High Value,High Revenue
Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.35,515.75,No,0,0-12 Months,High,499.44999999999993,0.0,70,High,Low Value,High Revenue
Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,1397.475,No,0,,Low,0.0,0.0,30,Low,Low Value,Low Revenue
Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,190.5,No,0,0-12 Months,High,180.7,0.0,100,High,Low Value,Premium Revenue
Male,1,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,Yes,1,13-24 Months,High,1971.0,98.55,70,High,Medium Value,Premium Revenue
Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,No,0,49-72 Months,Low,1300.2,0.0,0,Low,Medium Value,Low Revenue
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,57.2,No,0,0-12 Months,Low,59.550000000000004,0.0,70,High,Low Value,Low Revenue
Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,Yes,1,13-24 Months,High,1288.5,85.9,70,High,Medium Value,High Revenue
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,No,0,49-72 Months,High,6505.2,0.0,30,Low,High Value,Premium Revenue
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,No,0,0-12 Months,Low,20.8,0.0,70,High,Low Value,Low Revenue
Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,Yes,1,13-24 Months,High,1963.5,89.25,70,High,Medium Value,High Revenue
Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,Yes,1,0-12 Months,High,210.89999999999998,70.3,100,High,Low Value,Medium Revenue
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,No,0,49-72 Months,Medium,4813.2,0.0,0,Low,High Value,Medium Revenue
Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1292.6,No,0,49-72 Months,Low,1293.5,0.0,0,Low,Medium Value,Low Revenue
Female,0,No,No,11,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,No,0,0-12 Months,Medium,393.79999999999995,0.0,70,High,Low Value,Medium Revenue
Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,No,0,13-24 Months,High,1734.6999999999998,0.0,70,High,Medium Value,High Revenue
Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,No,0,13-24 Months,Low,285.59999999999997,0.0,0,Low,Low Value,Low Revenue
Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,No,0,25-48 Months,High,3044.25,0.0,70,High,Medium Value,High Revenue
Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.8,1175.6,No,0,13-24 Months,Medium,1101.6,0.0,0,Low,Medium Value,Medium Revenue
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,No,0,0-12 Months,Low,224.95,0.0,70,High,Low Value,Low Revenue
Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes,1,13-24 Months,High,1400.25,93.35,70,High,Medium Value,Premium Revenue
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Yes,1,0-12 Months,Low,19.9,19.9,70,High,Low Value,Low Revenue
Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,Yes,1,0-12 Months,High,444.5,88.9,100,High,Low Value,High Revenue
Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,3036.75,Yes,1,25-48 Months,High,3161.4,95.8,30,Low,Medium Value,Premium Revenue
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.65,8065.65,No,0,49-72 Months,High,7966.8,0.0,30,Low,High Value,Premium Revenue
Female,0,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,No,0,0-12 Months,Medium,120.89999999999999,0.0,70,High,Low Value,Medium Revenue
Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,Yes,1,0-12 Months,High,164.0,82.0,100,High,Low Value,High Revenue
Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.0,6152.3,No,0,49-72 Months,High,6313.0,0.0,30,Low,High Value,Premium Revenue
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,Yes,1,0-12 Months,Medium,90.7,45.35,70,High,Low Value,Medium Revenue
Male,0,Yes,Yes,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,No,0,49-72 Months,High,5207.849999999999,0.0,0,Low,High Value,High Revenue
Female,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,No,0,0-12 Months,Medium,224.0,0.0,70,High,Low Value,Medium Revenue
Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,No,0,25-48 Months,Medium,1478.25,0.0,40,Medium,Medium Value,Medium Revenue
Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,Yes,1,0-12 Months,Medium,52.2,52.2,70,High,Low Value,Medium Revenue
Male,0,No,Yes,63,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.6,2588.95,No,0,49-72 Months,Medium,2557.8,0.0,0,Low,Medium Value,Medium Revenue
Female,1,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.8,Yes,1,25-48 Months,High,5060.0,110.0,30,Low,High Value,Premium Revenue
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.3,3983.6,No,0,49-72 Months,Medium,3981.6,0.0,0,Low,High Value,Medium Revenue
Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6,No,0,25-48 Months,Medium,2068.9,0.0,40,Medium,Medium Value,Medium Revenue
Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,No,0,13-24 Months,High,1881.6000000000001,0.0,0,Low,Medium Value,High Revenue
Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65,4908.25,No,0,49-72 Months,Medium,5014.8,0.0,0,Low,High Value,Medium Revenue
Female,0,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,No,0,49-72 Months,Medium,3591.0,0.0,0,Low,Medium Value,Medium Revenue
Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023.0,No,0,49-72 Months,High,5229.200000000001,0.0,0,Low,High Value,High Revenue
Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,146.6,No,0,0-12 Months,Low,158.8,0.0,30,Low,Low Value,Low Revenue
Female,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.65,2339.3,No,0,25-48 Months,Medium,2300.1000000000004,0.0,0,Low,Medium Value,Medium Revenue
Female,0,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7,No,0,0-12 Months,Medium,270.0,0.0,70,High,Low Value,Medium Revenue
Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,No,0,0-12 Months,Medium,128.4,0.0,70,High,Low Value,Medium Revenue
Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65,No,0,25-48 Months,High,2532.7000000000003,0.0,30,Low,Medium Value,High Revenue
Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.55,507.4,No,0,13-24 Months,Low,511.0,0.0,40,Medium,Low Value,Low Revenue
